id,country,year,cost_healthy_diet_ppp_usd,annual_cost_healthy_diet_usd,cost_vegetables_ppp_usd,cost_fruits_ppp_usd,total_food_components_cost,continent,cpi
1211,Sudan,2017,2.59,945.35,,,,Africa,32.3516260968437
1212,Sudan,2018,2.77,1011.05,,,,Africa,63.2925073455888
1213,Sudan,2019,2.87,1047.55,,,,Africa,50.9940515002965
1214,Sudan,2020,2.86,1043.9,,,,Africa,163.257782355458
1215,Sudan,2021,3.03,1105.9499999999998,0.6,0.36,0.96,Africa,359.093040778999
1216,Sudan,2022,2.75,1003.75,,,,Africa,138.80846024176
1217,Sudan,2023,2.94,1073.1,,,,Africa,
1218,Sudan,2024,3.32,1211.8,,,,Africa,
1219,Suriname,2017,4.4,1606.0000000000002,,,,South America,21.9969430173304
1220,Suriname,2018,4.33,1580.45,,,,South America,
1221,Suriname,2019,4.67,1704.55,,,,South America,
1222,Suriname,2020,4.94,1803.1,,,,South America,34.889784309078
1223,Suriname,2021,5.44,1985.6,1.45,1.07,2.52,South America,59.1196626251977
1224,Suriname,2022,5.88,2146.2,,,,South America,52.446027276241
1225,Suriname,2023,6.4,2336.0,,,,South America,51.5873159600861
1226,Suriname,2024,6.16,2248.4,,,,South America,
1227,Sweden,2017,2.71,989.15,,,,Europe,1.79449904665589
1228,Sweden,2018,2.77,1011.05,,,,Europe,1.95353530127028
1229,Sweden,2019,2.91,1062.15,,,,Europe,1.78415097403835
1230,Sweden,2020,3.0,1095.0,,,,Europe,0.497367318853572
1231,Sweden,2021,3.06,1116.9,0.89,0.8,1.69,Europe,2.16319736447153
1232,Sweden,2022,3.5,1277.5,,,,Europe,8.36929098869189
1233,Sweden,2023,3.83,1397.95,,,,Europe,8.54862489748902
1234,Sweden,2024,3.89,1419.85,,,,Europe,
1235,Switzerland,2017,2.39,872.35,,,,Europe,0.533787839825897
1236,Switzerland,2018,2.45,894.2500000000001,,,,Europe,0.936335464113563
1237,Switzerland,2019,2.55,930.75,,,,Europe,0.362886179940614
1238,Switzerland,2020,2.59,945.35,,,,Europe,-0.725874933313384
1239,Switzerland,2021,2.63,959.95,0.69,0.63,1.3199999999999998,Europe,0.581814168489856
1240,Switzerland,2022,2.84,1036.6,,,,Europe,2.83502798644463
1241,Switzerland,2023,3.01,1098.65,,,,Europe,2.13540088016377
1242,Switzerland,2024,3.07,1120.55,,,,Europe,
1243,Syrian Arab Republic,2017,2.5,912.5,,,,,18.0752696281771
1244,Syrian Arab Republic,2018,2.54,927.1,,,,,0.940983843906769
1245,Syrian Arab Republic,2019,2.61,952.65,,,,,13.4175653228571
1246,Syrian Arab Republic,2020,3.91,1427.15,,,,,
1247,Syrian Arab Republic,2021,5.01,1828.65,0.36,0.83,1.19,,
1248,Syrian Arab Republic,2022,5.4,1971.0,,,,,
1249,Syrian Arab Republic,2023,5.61,2047.65,,,,,
1250,Syrian Arab Republic,2024,5.77,2106.05,,,,,
1251,Tajikistan,2017,2.99,1091.35,,,,Asia,
1252,Tajikistan,2018,2.99,1091.35,,,,Asia,
1253,Tajikistan,2019,3.17,1157.05,,,,Asia,
1254,Tajikistan,2020,3.43,1251.95,,,,Asia,
1255,Tajikistan,2021,3.53,1288.4499999999998,0.51,0.84,1.35,Asia,
1256,Tajikistan,2022,3.68,1343.2,,,,Asia,
1257,Tajikistan,2023,3.68,1343.2,,,,Asia,
1258,Tajikistan,2024,3.62,1321.3,,,,Asia,
1259,Thailand,2017,4.27,1558.55,,,,Asia,0.665631893135106
1260,Thailand,2018,4.34,1584.1,,,,Asia,1.06389754183015
1261,Thailand,2019,4.5,1642.5,,,,Asia,0.706728601314311
1262,Thailand,2020,4.65,1697.2500000000002,,,,Asia,-0.845937147357041
1263,Thailand,2021,4.75,1733.75,0.94,0.83,1.77,Asia,1.23039541318384
1264,Thailand,2022,5.17,1887.05,,,,Asia,6.07741228434321
1265,Thailand,2023,5.46,1992.9,,,,Asia,1.22802623546169
1266,Thailand,2024,5.65,2062.25,,,,Asia,
1267,Togo,2017,2.54,927.1,,,,Africa,-0.981889868943119
1268,Togo,2018,2.6,949.0,,,,Africa,0.927755426457183
1269,Togo,2019,2.65,967.25,,,,Africa,0.674652770077436
1270,Togo,2020,2.81,1025.65,,,,Africa,1.69928463299408
1271,Togo,2021,3.12,1138.8,0.38,0.3,0.6799999999999999,Africa,4.1862150652352
1272,Togo,2022,3.5,1277.5,,,,Africa,7.96757361617945
1273,Togo,2023,3.58,1306.7,,,,Africa,
1274,Togo,2024,3.76,1372.4,,,,Africa,
1275,Trinidad and Tobago,2017,3.72,1357.8000000000002,,,,North America,1.88038440183532
1276,Trinidad and Tobago,2018,3.87,1412.55,,,,North America,1.01856930188822
1277,Trinidad and Tobago,2019,3.93,1434.45,,,,North America,1.00054293027237
1278,Trinidad and Tobago,2020,4.11,1500.15,,,,North America,0.598986330824643
1279,Trinidad and Tobago,2021,4.43,1616.9499999999998,1.08,1.19,2.27,North America,2.05922746915458
1280,Trinidad and Tobago,2022,4.98,1817.7,,,,North America,5.82838638517959
1281,Trinidad and Tobago,2023,5.35,1952.75,,,,North America,4.62930242419968
1282,Trinidad and Tobago,2024,5.56,2029.4,,,,North America,
1283,Tunisia,2017,3.66,1335.9,,,,Africa,5.30884839565844
1284,Tunisia,2018,3.72,1357.8000000000002,,,,Africa,7.30759176031652
1285,Tunisia,2019,3.79,1383.35,,,,Africa,6.72007532863799
1286,Tunisia,2020,3.81,1390.65,,,,Africa,5.63415115897625
1287,Tunisia,2021,3.97,1449.0500000000002,0.6,1.17,1.77,Africa,5.706350208307
1288,Tunisia,2022,4.38,1598.7,,,,Africa,8.30646124447623
1289,Tunisia,2023,4.77,1741.05,,,,Africa,9.32899597507865
1290,Tunisia,2024,5.02,1832.3,,,,Africa,
1291,Turks and Caicos Islands,2017,2.8,1022.0,,,,North America,
1292,Turks and Caicos Islands,2018,2.91,1062.15,,,,North America,
1293,Turks and Caicos Islands,2019,2.99,1091.35,,,,North America,
1294,Turks and Caicos Islands,2020,3.13,1142.45,,,,North America,
1295,Turks and Caicos Islands,2021,3.27,1193.55,,,,North America,
1296,Turks and Caicos Islands,2022,3.63,1324.95,,,,North America,
1297,Turks and Caicos Islands,2023,3.88,1416.2,,,,North America,
1298,Turks and Caicos Islands,2024,4.05,1478.25,,,,North America,
1299,TÃ¼rkiye,2017,3.45,1259.25,,,,,
1300,TÃ¼rkiye,2018,3.59,1310.35,,,,,
1301,TÃ¼rkiye,2019,3.88,1416.2,,,,,
1302,TÃ¼rkiye,2020,3.73,1361.45,,,,,
1303,TÃ¼rkiye,2021,3.8,1387.0,0.6,0.96,1.56,,
1304,TÃ¼rkiye,2022,4.44,1620.6,,,,,
1305,TÃ¼rkiye,2023,4.65,1697.2500000000002,,,,,
1306,TÃ¼rkiye,2024,4.77,1741.05,,,,,
1307,Uganda,2017,3.12,1138.8,,,,Africa,5.20971705914209
1308,Uganda,2018,3.03,1105.9499999999998,,,,Africa,2.61601190952274
1309,Uganda,2019,2.93,1069.45,,,,Africa,2.867588034469
1310,Uganda,2020,2.9,1058.5,,,,Africa,3.31332289544502
1311,Uganda,2021,2.95,1076.75,0.4,0.28,0.68,Africa,2.20457204757414
1312,Uganda,2022,3.36,1226.4,,,,Africa,7.1957888597581
1313,Uganda,2023,3.68,1343.2,,,,Africa,5.35094804280395
1314,Uganda,2024,3.65,1332.25,,,,Africa,
1315,United Arab Emirates,2017,2.46,897.9,,,,Asia,1.96682557818842
1316,United Arab Emirates,2018,2.74,1000.1,,,,Asia,3.06863379251997
1317,United Arab Emirates,2019,2.87,1047.55,,,,Asia,-1.93108114782173
1318,United Arab Emirates,2020,2.85,1040.25,,,,Asia,-2.07940317940944
1319,United Arab Emirates,2021,2.66,970.9,0.3,0.45,0.75,Asia,0.179935336174431
1320,United Arab Emirates,2022,2.93,1069.45,,,,Asia,5.29122604376849
1321,United Arab Emirates,2023,3.11,1135.15,,,,Asia,1.62670837213248
1322,United Arab Emirates,2024,3.22,1175.3000000000002,,,,Asia,
1323,United Kingdom of Great Britain and Northern Ireland,2017,1.7,620.5,,,,,
1324,United Kingdom of Great Britain and Northern Ireland,2018,1.75,638.75,,,,,
1325,United Kingdom of Great Britain and Northern Ireland,2019,1.83,667.95,,,,,
1326,United Kingdom of Great Britain and Northern Ireland,2020,1.86,678.9000000000001,,,,,
1327,United Kingdom of Great Britain and Northern Ireland,2021,1.9,693.5,0.43,0.57,1.0,,
1328,United Kingdom of Great Britain and Northern Ireland,2022,2.21,806.65,,,,,
1329,United Kingdom of Great Britain and Northern Ireland,2023,2.5,912.5,,,,,
1330,United Kingdom of Great Britain and Northern Ireland,2024,2.56,934.4,,,,,
1331,United Republic of Tanzania,2017,2.14,781.1,,,,,
1332,United Republic of Tanzania,2018,2.3,839.4999999999999,,,,,
1333,United Republic of Tanzania,2019,2.45,894.2500000000001,,,,,
1334,United Republic of Tanzania,2020,2.64,963.6,,,,,
1335,United Republic of Tanzania,2021,2.79,1018.35,0.21,0.17,0.38,,
1336,United Republic of Tanzania,2022,3.1,1131.5,,,,,
1337,United Republic of Tanzania,2023,3.32,1211.8,,,,,
1338,United Republic of Tanzania,2024,3.37,1230.05,,,,,
1339,United States of America,2017,2.17,792.05,,,,,
1340,United States of America,2018,2.18,795.7,,,,,
1341,United States of America,2019,2.2,803.0000000000001,,,,,
1342,United States of America,2020,2.28,832.1999999999999,,,,,
1343,United States of America,2021,2.36,861.4,0.74,0.53,1.27,,
1344,United States of America,2022,2.63,959.95,,,,,
1345,United States of America,2023,2.76,1007.4,,,,,
1346,United States of America,2024,2.79,1018.35,,,,,
1347,Uruguay,2017,2.78,1014.7,,,,South America,6.2180938256186
1348,Uruguay,2018,2.93,1069.45,,,,South America,7.60653360377047
1349,Uruguay,2019,3.08,1124.2,,,,South America,7.88198870879619
1350,Uruguay,2020,3.45,1259.25,,,,South America,9.75640636078194
1351,Uruguay,2021,3.65,1332.25,0.74,0.9,1.64,South America,7.74791402314762
1352,Uruguay,2022,4.01,1463.65,,,,South America,9.10437983075437
1353,Uruguay,2023,4.29,1565.85,,,,South America,5.86910359896119
1354,Uruguay,2024,4.41,1609.65,,,,South America,
1355,Uzbekistan,2017,4.11,1500.15,,,,Asia,13.8757425441634
1356,Uzbekistan,2018,4.06,1481.9,,,,Asia,17.5241796514057
1357,Uzbekistan,2019,4.0,1460.0,,,,Asia,14.5257359560685
1358,Uzbekistan,2020,3.97,1449.0500000000002,,,,Asia,12.8677297362606
1359,Uzbekistan,2021,4.06,1481.9,0.47,1.03,1.5,Asia,10.849239750812
1360,Uzbekistan,2022,4.52,1649.8,,,,Asia,11.4466436998834
1361,Uzbekistan,2023,4.78,1744.7,,,,Asia,
1362,Uzbekistan,2024,4.67,1704.55,,,,Asia,
1363,Viet Nam,2017,3.27,1193.55,,,,,3.52025688811617
1364,Viet Nam,2018,3.33,1215.45,,,,,3.53962805942641
1365,Viet Nam,2019,3.47,1266.5500000000002,,,,,2.7958236745225
1366,Viet Nam,2020,3.79,1383.35,,,,,3.22093436652514
1367,Viet Nam,2021,3.88,1416.2,0.65,0.63,1.28,,1.83471554810444
1368,Viet Nam,2022,4.17,1522.05,,,,,3.15650749963129
1369,Viet Nam,2023,4.35,1587.7499999999998,,,,,3.25289282667662
1370,Viet Nam,2024,4.49,1638.85,,,,,
1371,Zambia,2017,2.73,996.45,,,,Africa,6.57731154205644
1372,Zambia,2018,2.79,1018.35,,,,Africa,7.4945719272852
1373,Zambia,2019,2.88,1051.2,,,,Africa,9.15031644316296
1374,Zambia,2020,2.96,1080.4,,,,Africa,15.7330604721369
1375,Zambia,2021,3.28,1197.1999999999998,0.31,0.36,0.6699999999999999,Africa,22.0207676245777
1376,Zambia,2022,3.61,1317.65,,,,Africa,10.9932039209136
1377,Zambia,2023,3.81,1390.65,,,,Africa,10.884531691282
1378,Zambia,2024,3.99,1456.35,,,,Africa,
1379,Zimbabwe,2017,3.54,1292.1,,,,Africa,0.893962316050027
